,Unnamed: 0,Unnamed: 0.1,derived_msa-md,derived_loan_product_type,derived_ethnicity,derived_race,derived_sex,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,hoepa_status,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,income,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,submission_of_application,initially_payable_to_institution,aus-1,denial_reason-1,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,action_taken
943,14283,0.3283070911389495,0.3530035300353003,0.0,0.5,0.5,0.0,0.0416666666666666,1.0,0.0,0.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0048157066123356,0.5,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0846560846560846,0.0018018018018018,0.0081081081081081,0.0769230769230769,0.3076923076923077,0.5,1.0,0.0930232558139534,0.2692307692307693,0.5,1.0,0.2,0.8,0.5,1.0,0.0009009009009009,0.0,0.0,0.0081081081081081,0.3589300336639068,0.0909090909090909,0.7682008368200837,0.5274261603375527,0.5055574267430111,0.5347549155358626,0.5657894736842105,1.0
944,14286,0.328376048730031,0.3530035300353003,0.0,0.5,0.5,0.5,0.0416666666666666,1.0,0.0,0.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0129653639562882,0.5,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0903304961275975,0.0009009009009009,0.0081081081081081,0.0769230769230769,0.3076923076923077,0.5,1.0,0.0930232558139534,0.2692307692307693,0.5,1.0,0.0,0.8,0.5,1.0,0.0009009009009009,0.0,0.0009009009009009,0.0081081081081081,0.3589300336639068,0.0909090909090909,0.7682008368200837,0.5274261603375527,0.5055574267430111,0.5347549155358626,0.5657894736842105,1.0
945,14323,0.3292265256867026,0.3530035300353003,0.0,0.0,0.5,1.0,0.0138888888888888,1.0,0.0,0.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0096314132246712,0.5,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0871098842113334,0.0072072072072072,0.0018018018018018,0.0,0.0,0.5,0.3333333333333333,0.0930232558139534,0.1538461538461538,0.5,0.3333333333333333,0.2,0.0,0.5,0.3333333333333333,0.0009009009009009,0.0,0.0,0.0081081081081081,0.631334728414157,0.0707070707070707,0.7682008368200837,0.540084388185654,0.7733243516335466,0.6870672943782885,0.5394736842105263,1.0
946,14356,0.329985059188599,0.2554025540255402,0.0,0.5,0.5,0.0,0.0416666666666666,1.0,0.0,0.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0051861455825152,0.5,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0840426347672724,0.0018018018018018,0.0081081081081081,0.0769230769230769,0.3076923076923077,0.5,1.0,0.0930232558139534,0.2692307692307693,0.5,1.0,0.2,0.8,0.5,1.0,0.0009009009009009,0.0,0.0009009009009009,0.0081081081081081,0.5844782094440907,0.2222222222222222,0.8184100418410042,0.5232067510548523,0.6719434152913438,0.6427582387150373,0.3947368421052631,1.0
947,14407,0.3311573382369842,0.2554025540255402,0.8,0.5,0.5,1.0,0.0,1.0,0.0,0.0967741935483871,1.0,0.0009009009009009,0.0,0.0009009009009009,0.0033339507316169,1.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0887201901694655,0.0054054054054054,0.0054054054054054,0.0769230769230769,0.0769230769230769,0.5,0.3333333333333333,0.0930232558139534,0.1538461538461538,0.5,0.3333333333333333,0.0,0.2,0.5,0.3333333333333333,0.0,0.0,0.0036036036036036,0.0,0.4004185242471113,0.0404040404040404,0.8184100418410042,0.4599156118143459,0.4974738969349949,0.491830517862088,0.6052631578947368,0.0
948,14432,0.3317319848293299,0.2554025540255402,0.8,0.5,0.5,0.5,0.0,1.0,0.0,0.967741935483871,1.0,0.0009009009009009,0.0,0.0009009009009009,0.0018521948508983,1.0,0.0009009009009009,0.0,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0932443830994555,0.0054054054054054,0.0081081081081081,0.0769230769230769,0.3076923076923077,0.0,1.0,0.0930232558139534,0.2692307692307693,0.0,1.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0036036036036036,0.0054054054054054,0.6035847511600401,0.0505050505050505,0.8184100418410042,0.5822784810126582,0.7871337150555743,0.8213791193575187,0.6447368421052632,0.0
949,14437,0.3318469141477991,0.3598035980359803,0.8,0.5,0.5,1.0,0.0,1.0,0.0,0.967741935483871,1.0,0.0009009009009009,0.0,0.0009009009009009,0.0018521948508983,1.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0850394908365922,0.0054054054054054,0.0054054054054054,0.0769230769230769,0.0769230769230769,0.0,0.3333333333333333,0.0930232558139534,0.1538461538461538,0.0,0.3333333333333333,0.0,0.2,0.0,0.3333333333333333,0.0,0.0,0.0036036036036036,0.0,0.3315439905377127,0.3232323232323232,0.7782426778242678,0.4430379746835443,0.2771977096665544,0.3727499307671005,0.5789473684210527,0.0
950,14462,0.3324215607401448,0.2554025540255402,0.8,0.5,0.5,0.5,0.0,1.0,0.0,0.967741935483871,1.0,0.0009009009009009,0.0,0.0009009009009009,0.0048157066123356,1.0,0.0009009009009009,0.0,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0812821102676175,0.0054054054054054,0.0081081081081081,0.0769230769230769,0.3076923076923077,0.0,1.0,0.0930232558139534,0.2692307692307693,0.0,1.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0036036036036036,0.0,0.6686379765262488,0.0606060606060606,0.8184100418410042,0.5864978902953586,0.7938699898955878,0.7416228191636666,0.5,0.0
951,14474,0.3326973911044707,0.2554025540255402,0.8,0.5,0.5,1.0,0.0,1.0,0.0,0.967741935483871,1.0,0.0009009009009009,0.0,0.0009009009009009,0.0037043897017966,1.0,0.0009009009009009,0.0,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0867264780308258,0.0054054054054054,0.0054054054054054,0.0769230769230769,0.0769230769230769,0.5,0.3333333333333333,0.0930232558139534,0.1538461538461538,0.5,0.3333333333333333,0.0,0.2,0.5,0.3333333333333333,0.0,0.0,0.0036036036036036,0.0,0.5509962696751888,0.0202020202020202,0.8184100418410042,0.6075949367088607,0.7878073425395756,0.7053447798393797,0.5,0.0
952,14505,0.3334099528789794,0.3530035300353003,0.8,0.5,0.5,0.0,0.0,1.0,0.0,0.967741935483871,1.0,0.0009009009009009,0.0,0.0009009009009009,0.0037043897017966,1.0,0.0009009009009009,0.0,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0819722413925312,0.0054054054054054,0.0081081081081081,0.0769230769230769,0.3076923076923077,0.5,1.0,0.0930232558139534,0.2692307692307693,0.5,1.0,0.2,0.8,0.5,1.0,0.0,0.0,0.0036036036036036,0.0,0.5463561095441726,0.5454545454545455,0.7682008368200837,0.320675105485232,0.2903334456045807,0.2791470506784824,0.5394736842105263,0.0
