,derived_msa-md,derived_loan_product_type,derived_ethnicity,derived_race,derived_sex,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,hoepa_status,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,income,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,submission_of_application,initially_payable_to_institution,aus-1,denial_reason-1,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,action_taken
880,16220,0,1,1,0,1,2,1,1,1,2,2,2,115000,2,2,2,2,2,1,1,3,5,24,1,10,2,5,2,4,5,8,2,4,2,5,2,4,1,1,1,10,2718,9,75800,112,736,1289,76,0
886,16220,1,1,1,0,9,2,2,1,1,2,2,2,145000,2,2,2,2,2,1,1,3,5,42,3,10,2,5,2,4,5,8,2,4,2,5,2,4,1,1,3,10,4422,22,75800,89,954,1712,72,0
889,16940,0,1,1,0,1,2,1,1,1,2,2,2,315000,2,2,2,2,2,1,1,3,5,91,2,10,2,5,1,4,5,8,1,4,2,5,1,4,1,1,1,10,4969,26,76700,110,1365,1907,33,0
892,16220,0,1,1,2,1,2,1,1,1,2,2,1,105000,3,2,2,2,2,1,3,3,5,148,2,9,2,2,2,2,5,5,2,2,1,2,2,2,1,1,1,10,7178,6,75800,95,2007,3182,44,0
897,16940,0,1,1,1,1,2,1,1,1,2,2,2,235000,2,2,2,2,2,1,1,3,5,58,3,10,2,5,2,4,5,8,2,4,1,5,2,4,1,1,1,10,7965,17,76700,128,2462,3075,38,0
899,16220,0,1,1,2,1,2,1,1,1,2,2,2,215000,2,2,2,2,2,1,1,3,5,102,3,9,2,2,2,2,5,5,2,2,1,2,2,2,1,1,1,10,6565,8,75800,111,1758,2431,25,0
900,99999,0,1,1,0,3,2,1,32,1,2,2,2,725000,2,2,2,2,2,1,1,3,5,138,3,10,2,5,2,4,5,8,2,4,2,5,2,4,1,1,2,10,4830,7,79700,152,1268,3732,27,0
906,16220,1,1,1,2,71,2,2,1,1,2,2,2,185000,2,2,2,2,2,1,1,3,5,47,1,9,2,2,2,2,5,5,2,2,1,2,2,2,1,1,3,10,3312,20,75800,119,726,930,38,0
909,16220,0,1,1,1,1,2,1,31,1,2,2,2,235000,2,2,2,2,2,1,1,3,5,51,1,10,2,5,2,4,5,8,2,4,1,5,2,4,1,1,1,10,4071,3,75800,145,1302,2222,34,0
910,16220,1,1,1,1,71,2,2,1,1,2,2,2,235000,2,2,2,2,2,1,1,3,5,101,1,10,2,5,2,4,5,8,2,4,1,5,2,4,1,1,3,10,4853,6,75800,109,1332,1883,40,0
915,16220,2,1,1,2,71,2,3,1,1,2,2,2,435000,2,2,2,2,2,1,1,3,5,121,2,9,2,2,2,2,5,5,2,2,1,2,2,2,1,1,1,10,6565,8,75800,111,1758,2431,25,0
918,16940,2,1,1,1,71,2,3,1,1,2,2,2,205000,2,2,2,2,2,1,1,3,5,50,3,10,2,5,1,4,5,8,1,4,1,5,1,4,1,1,1,10,8555,17,76700,111,2040,2810,38,0
922,16940,0,1,1,0,1,2,1,1,1,2,2,2,255000,2,2,2,2,2,1,1,3,5,75,1,10,2,5,2,4,5,8,2,4,2,5,2,4,1,1,1,10,4969,26,76700,110,1365,1907,33,0
925,16220,0,1,1,2,1,2,1,1,1,2,2,2,135000,2,2,2,2,2,1,1,3,5,91,1,9,2,2,2,2,5,5,2,2,1,2,2,2,1,1,1,10,4853,6,75800,109,1332,1883,40,0
934,16220,0,1,1,2,1,2,1,1,1,2,2,2,245000,2,2,2,2,2,1,1,3,5,175,9,2,2,2,2,2,5,5,2,2,2,1,2,2,1,1,1,10,6565,8,75800,111,1758,2431,25,0
935,16940,0,1,1,0,3,2,1,31,1,2,2,2,155000,2,2,2,2,2,1,1,3,5,65,2,9,2,2,2,2,5,5,2,2,2,2,2,2,1,1,2,10,8555,17,76700,111,2040,2810,38,0
