,derived_msa-md,derived_loan_product_type,derived_ethnicity,derived_race,derived_sex,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,hoepa_status,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,income,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,submission_of_application,initially_payable_to_institution,aus-1,denial_reason-1,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,action_taken
3186,16940,0,1,1,1,71,1,1,1,1,1111,1111,1111,65000,3,1111,1111,1111,1111,2,1,1111,1111,15,1111,1111,2,5,1,4,5,8,1,4,1,5,1,4,1111,1111,1111,1111,4344,45,76700,64,922,2286,55,0
3187,16940,0,1,0,0,71,2,1,32,1,1111,1111,1111,205000,3,1111,1111,1111,1111,1,1,1111,1111,79,1111,1111,2,5,1,4,3,8,1,4,2,5,1,4,1111,1111,1111,1111,6174,32,76700,53,1515,2251,27,0
3191,16940,0,1,2,2,72,2,1,32,1,1111,1111,1111,245000,3,1111,1111,1111,1111,1,1,1111,1111,125,1111,1111,2,2,1,1,4,5,1,1,1,2,1,1,1111,1111,1111,1111,5283,11,76700,138,1702,1910,19,0
3192,16940,0,2,1,2,71,2,1,32,1,1111,1111,1111,215000,3,1111,1111,1111,1111,1,1,1111,1111,73,1111,1111,1,2,2,2,5,5,2,2,1,2,2,2,1111,1111,1111,1111,3717,36,76700,92,1006,1347,40,0
3193,16940,0,1,1,2,71,2,1,32,1,1111,1111,1111,185000,3,1111,1111,1111,1111,1,1,1111,1111,134,1111,1111,2,2,2,2,5,5,2,2,2,1,2,2,1111,1111,1111,1111,4332,18,76700,89,742,1804,76,0
3194,16220,0,1,1,1,71,2,1,31,1,1111,1111,1111,305000,3,1111,1111,1111,1111,2,1,1111,1111,72,1111,1111,2,5,2,4,5,8,2,4,1,5,2,4,1111,1111,1111,1111,3684,10,75800,149,1253,1337,28,0
3195,16940,0,1,1,2,71,2,1,32,1,1111,1111,1111,135000,3,1111,1111,1111,1111,1,1,1111,1111,84,1111,1111,2,2,2,2,5,5,2,2,1,2,2,2,1111,1111,1111,1111,5283,11,76700,138,1702,1910,19,0
3198,16940,0,1,1,1,71,2,1,32,1,1111,1111,1111,295000,3,1111,1111,1111,1111,1,1,1111,1111,101,1111,1111,2,5,1,4,5,8,1,4,1,5,1,4,1111,1111,1111,1111,4790,25,76700,72,1456,2042,33,0
3203,16940,0,1,1,0,71,2,1,1,1,1111,1111,1111,235000,3,1111,1111,1111,1111,1,1,1111,1111,62,1111,1111,2,5,2,4,5,8,2,4,2,5,2,4,1111,1111,1111,1111,8158,9,76700,113,2682,3341,23,0
3209,16940,0,2,1,2,71,2,1,1,1,1111,1111,1111,275000,3,1111,1111,1111,1111,1,1,1111,1111,97,1111,1111,1,2,2,2,5,5,2,2,1,2,2,2,1111,1111,1111,1111,8555,17,76700,111,2040,2810,38,0
3210,16940,4,1,1,2,71,2,1,32,2,1111,1111,1111,85000,3,1111,1111,1111,1111,1,1,1111,1111,125,1111,1111,2,2,2,2,5,5,2,2,1,2,2,2,1111,1111,1111,1111,2497,15,76700,111,587,746,32,0
3211,16940,0,1,1,2,71,2,1,32,1,1111,1111,1111,235000,3,1111,1111,1111,1111,1,1,1111,1111,158,1111,1111,2,2,2,2,5,5,2,2,1,2,2,2,1111,1111,1111,1111,7965,17,76700,128,2462,3075,38,0
3213,16940,0,1,1,2,71,2,1,31,1,1111,1111,1111,315000,3,1111,1111,1111,1111,1,1,1111,1111,186,1111,1111,2,2,1,1,5,5,1,1,1,2,1,1,1111,1111,1111,1111,4237,5,76700,117,1459,1812,23,0
3216,16940,0,0,1,1,71,2,1,31,1,1111,1111,1111,105000,3,1111,1111,1111,1111,1,1,1111,1111,31,1111,1111,1,5,1,4,5,8,1,4,1,5,1,4,1111,1111,1111,1111,2631,22,76700,123,871,1330,72,0
3217,16940,0,1,1,1,71,2,1,32,1,1111,1111,1111,165000,3,1111,1111,1111,1111,1,1,1111,1111,368,1111,1111,2,2,2,2,5,5,2,2,1,1,2,2,1111,1111,1111,1111,2631,22,76700,123,871,1330,72,0
3223,16940,0,0,1,0,71,2,1,31,1,1111,1111,1111,195000,3,1111,1111,1111,1111,1,1,1111,1111,62,1111,1111,1,5,1,4,5,8,1,4,2,5,1,4,1111,1111,1111,1111,8158,9,76700,113,2682,3341,23,0
3224,16940,0,1,1,1,71,2,1,32,1,1111,1111,1111,385000,2,1111,1111,1111,1111,1,1,1111,1111,100,1111,1111,2,5,2,4,5,8,2,4,1,5,2,4,1111,1111,1111,1111,5283,11,76700,138,1702,1910,19,0
3225,16940,0,1,1,2,71,2,1,32,1,1111,1111,1111,175000,3,1111,1111,1111,1111,1,1,1111,1111,92,1111,1111,2,2,2,2,5,5,2,2,2,1,2,2,1111,1111,1111,1111,8158,9,76700,113,2682,3341,23,0
3228,16940,0,2,2,2,71,2,1,32,1,1111,1111,1111,275000,3,1111,1111,1111,1111,1,1,1111,1111,126,1111,1111,1,2,2,2,5,1,2,2,2,1,2,2,1111,1111,1111,1111,7965,17,76700,128,2462,3075,38,0
3236,16220,0,1,1,2,71,2,1,1,1,1111,1111,1111,165000,3,1111,1111,1111,1111,1,1,1111,1111,88,1111,1111,2,2,1,1,5,5,1,1,1,2,1,1,1111,1111,1111,1111,2686,11,75800,70,541,1059,40,0
3241,16940,0,1,1,2,71,2,1,32,1,1111,1111,1111,135000,3,1111,1111,1111,1111,1,1,1111,1111,42,1111,1111,2,2,2,2,5,5,2,2,1,2,2,2,1111,1111,1111,1111,3717,36,76700,92,1006,1347,40,0
3243,16940,0,1,1,0,71,2,1,32,1,1111,1111,1111,135000,3,1111,1111,1111,1111,1,1,1111,1111,87,1111,1111,2,5,2,4,5,8,2,4,2,5,2,4,1111,1111,1111,1111,7965,17,76700,128,2462,3075,38,0
3244,16940,0,1,1,2,71,2,1,31,1,1111,1111,1111,115000,3,1111,1111,1111,1111,1,1,1111,1111,86,1111,1111,2,2,2,2,5,5,2,2,1,2,2,2,1111,1111,1111,1111,8158,9,76700,113,2682,3341,23,0
3250,16940,0,1,1,2,71,2,1,32,1,1111,1111,1111,195000,3,1111,1111,1111,1111,1,1,1111,1111,129,1111,1111,2,2,2,2,5,5,2,2,2,1,2,2,1111,1111,1111,1111,8158,9,76700,113,2682,3341,23,0
3251,16940,0,1,1,1,71,2,1,32,1,1111,1111,1111,325000,3,1111,1111,1111,1111,1,1,1111,1111,77,1111,1111,2,5,2,4,5,8,2,4,1,5,2,4,1111,1111,1111,1111,4237,5,76700,117,1459,1812,23,0
3253,16940,0,1,1,2,71,2,1,32,1,1111,1111,1111,405000,3,1111,1111,1111,1111,1,1,1111,1111,143,1111,1111,2,2,2,2,5,5,2,2,1,2,2,2,1111,1111,1111,1111,4237,5,76700,117,1459,1812,23,0
3254,16940,0,1,1,2,71,2,1,1,1,1111,1111,1111,215000,3,1111,1111,1111,1111,1,1,1111,1111,89,1111,1111,2,2,2,2,5,5,2,2,1,2,2,2,1111,1111,1111,1111,2631,22,76700,123,871,1330,72,0
3256,16940,0,1,1,2,71,2,1,31,1,1111,1111,1111,255000,3,1111,1111,1111,1111,1,1,1111,1111,109,1111,1111,2,2,2,2,5,5,2,2,2,1,2,2,1111,1111,1111,1111,8555,17,76700,111,2040,2810,38,0
3257,16940,0,1,1,2,71,2,1,32,1,1111,1111,1111,355000,3,1111,1111,1111,1111,1,1,1111,1111,126,1111,1111,2,2,2,2,5,5,2,2,1,2,2,2,1111,1111,1111,1111,5283,11,76700,138,1702,1910,19,0
3258,16940,1,1,1,2,71,2,2,32,1,1111,1111,1111,185000,3,1111,1111,1111,1111,1,1,1111,1111,83,1111,1111,2,2,2,2,5,5,2,2,2,1,2,2,1111,1111,1111,1111,4916,19,76700,58,1317,1878,27,0
3262,16940,0,1,1,2,71,2,1,31,1,1111,1111,1111,365000,3,1111,1111,1111,1111,1,1,1111,1111,178,1111,1111,2,2,2,2,5,5,2,2,1,2,2,2,1111,1111,1111,1111,4686,12,76700,152,1751,1966,36,0
3263,16940,2,1,1,1,71,2,3,1,1,1111,1111,1111,265000,3,1111,1111,1111,1111,1,1,1111,1111,44,1111,1111,2,5,2,4,5,8,2,4,1,5,2,4,1111,1111,1111,1111,6174,32,76700,53,1515,2251,27,0
3265,16940,0,1,1,1,71,2,1,1,1,1111,1111,1111,95000,3,1111,1111,1111,1111,1,3,1111,1111,296,1111,1111,2,5,3,4,5,8,3,4,1,5,3,4,1111,1111,1111,1111,7965,17,76700,128,2462,3075,38,0
3267,16940,0,1,1,2,71,2,1,1,1,1111,1111,1111,195000,3,1111,1111,1111,1111,1,3,1111,1111,135,1111,1111,2,2,2,2,5,5,2,2,1,2,2,2,1111,1111,1111,1111,4686,12,76700,152,1751,1966,36,0
3289,99999,0,1,1,1,1,2,1,31,1,2,2,2,575000,2,2,2,2,2,1,1,3,5,120,2,10,2,5,2,4,5,8,2,4,1,5,2,4,1,1,1,10,7986,15,79700,120,1638,3195,24,0
3290,16940,0,1,1,2,1,2,1,31,1,2,2,2,365000,2,2,2,2,2,1,1,3,5,143,3,1,2,2,2,2,5,5,2,2,1,2,2,2,1,1,1,10,8158,9,76700,113,2682,3341,23,0
3323,99999,0,1,1,2,0,2,1,1,1,2,2,2,1325000,2,2,2,2,2,1,2,3,5,488,1,3,2,2,2,2,5,5,2,2,1,2,2,2,1,1,6,10,7099,29,79700,131,1731,3539,26,0
3330,16940,4,1,1,2,71,2,1,31,2,2,1,2,75000,2,2,1,2,2,1,1,3,5,83,8,9,2,2,2,2,5,5,2,2,1,2,2,2,2,1,6,10,7965,17,76700,128,2462,3075,38,0
3339,99999,2,1,1,2,71,2,3,1,1,2,2,2,605000,2,2,2,2,2,1,1,3,5,259,9,9,2,2,2,2,5,5,2,2,2,1,2,2,2,1,6,10,6053,6,79700,93,1656,2405,37,0
3345,99999,0,1,1,1,71,2,1,32,1,2,2,2,725000,2,2,2,2,2,1,1,3,5,220,1,10,2,5,2,4,5,8,2,4,1,5,2,4,1,2,1,10,4830,7,79700,152,1268,3732,27,0
3346,99999,2,1,1,1,71,2,3,32,1,2,2,2,525000,2,2,2,2,2,1,1,3,5,91,3,10,2,5,2,4,5,8,2,4,1,5,2,4,1,2,1,10,4184,12,79700,110,1030,2264,25,0
3348,16220,0,1,1,1,6,2,1,1,1,2,2,2,325000,2,2,2,2,2,1,1,3,5,129,3,10,2,5,3,4,5,8,3,4,1,5,3,4,1,1,2,10,4071,3,75800,145,1302,2222,34,0
3355,99999,0,1,1,2,6,2,1,31,1,2,2,2,505000,2,2,2,2,2,1,1,3,5,148,3,9,2,2,3,3,5,5,3,3,1,2,3,3,1,1,6,10,4967,10,79700,111,1415,2123,35,0
3363,16220,2,1,1,1,6,2,3,1,1,2,2,2,225000,2,2,2,2,2,1,1,3,5,77,1,10,2,5,3,4,5,8,3,4,1,5,3,4,1,1,1,10,4791,12,75800,93,1272,1750,48,0
3369,16940,0,1,1,2,6,2,1,1,1,2,2,2,275000,2,2,2,2,2,1,1,3,5,48,3,9,2,2,3,3,5,5,3,3,1,2,3,3,1,1,2,10,7965,17,76700,128,2462,3075,38,0
3401,16940,0,0,1,0,6,1,1,1,1,2,2,2,385000,2,2,2,2,2,1,1,3,5,75,2,10,1,5,2,4,5,8,2,4,2,5,2,4,1,1,1,10,4237,5,76700,117,1459,1812,23,0
3404,16220,2,1,1,1,2,2,3,31,1,2,2,2,355000,2,2,2,2,2,1,1,3,5,0,1,10,2,5,2,4,5,8,2,4,1,5,2,4,2,1,6,10,6565,8,75800,111,1758,2431,25,0
3406,16220,2,1,1,1,2,1,3,1,1,2,2,2,285000,2,2,2,2,2,1,1,3,5,94,3,10,2,5,2,4,5,8,2,4,1,5,2,4,2,1,6,10,6087,10,75800,100,1851,2487,33,0
3408,16220,2,1,1,1,9,1,3,1,1,2,2,2,215000,2,2,2,2,2,1,1,3,5,52,1,10,2,5,2,4,5,8,2,4,1,5,2,4,2,1,1,10,6565,8,75800,111,1758,2431,25,0
3410,16220,1,1,1,1,2,1,2,1,1,2,2,2,225000,2,2,2,2,2,1,1,3,5,70,1,10,2,5,2,4,5,8,2,4,1,5,2,4,2,1,1,10,4341,9,75800,99,1422,1914,57,0
3412,16220,2,1,1,2,2,1,3,1,1,2,2,2,365000,2,2,2,2,2,2,1,1,1,125,1,9,2,2,2,2,5,5,2,2,1,2,2,2,2,1,6,10,4071,3,75800,145,1302,2222,34,0
3413,16940,2,1,1,1,2,2,3,31,1,2,2,2,265000,2,2,2,2,2,1,1,3,5,73,1,10,2,5,2,4,5,8,2,4,1,5,2,4,2,1,6,10,8555,17,76700,111,2040,2810,38,0
3414,16220,1,1,1,1,71,2,2,1,1,2,2,2,205000,2,2,2,2,2,1,1,3,5,71,3,10,2,5,2,4,5,8,2,4,1,5,2,4,2,1,6,10,4865,13,75800,106,1352,1802,29,0
3415,16220,2,1,1,1,2,2,3,1,1,2,2,2,225000,2,2,2,2,2,1,1,3,5,66,1,10,2,5,2,4,5,8,2,4,1,5,2,4,2,1,1,10,4387,14,75800,79,1080,1734,60,0
3441,16220,1,1,1,0,9,1,2,1,1,2,2,2,215000,2,2,2,2,2,1,1,3,5,71,2,10,2,5,2,4,5,8,2,4,2,5,2,4,1,1,3,10,6565,8,75800,111,1758,2431,25,0
3454,16940,1,1,1,1,9,2,2,32,1,2,2,2,285000,2,2,2,2,2,1,1,3,5,76,1,10,2,5,2,4,5,8,2,4,1,5,2,4,1,1,3,10,8158,9,76700,113,2682,3341,23,0
3538,99999,2,1,1,1,2,1,3,1,1,2,2,2,555000,2,2,2,2,2,1,1,3,5,121,2,10,2,5,2,4,5,8,2,4,1,5,2,4,1,1,1,10,4944,13,79700,112,1634,2229,40,0
3568,16220,1,1,1,1,8,2,2,1,1,2,2,2,285000,2,2,2,2,2,1,1,3,5,100,1,10,2,5,2,4,5,8,2,4,1,5,2,4,1,1,3,10,6565,8,75800,111,1758,2431,25,0
3570,16220,0,1,1,2,8,2,1,1,1,2,2,2,465000,2,2,2,2,2,1,1,3,5,107,3,3,2,2,2,2,5,5,2,2,1,2,2,2,1,1,2,10,6565,8,75800,111,1758,2431,25,0
3572,16940,2,1,1,2,9,2,3,1,1,2,2,2,445000,2,2,2,2,2,1,1,3,5,113,3,9,2,2,2,2,5,5,2,2,2,1,2,2,1,1,1,10,8158,9,76700,113,2682,3341,23,0
3577,16940,2,1,1,2,9,2,3,31,1,2,2,2,485000,2,2,2,2,2,1,1,3,5,0,2,9,2,2,2,2,5,5,2,2,1,2,2,2,1,1,6,10,4237,5,76700,117,1459,1812,23,0
3578,16220,1,1,1,2,9,2,2,1,1,2,2,2,225000,2,2,2,2,2,1,1,3,5,98,3,9,2,2,2,2,5,5,2,2,1,2,2,2,1,1,1,10,4341,9,75800,99,1422,1914,57,0
3583,16940,2,1,1,2,71,2,3,31,1,2,2,2,345000,2,2,2,2,2,1,1,3,5,0,1,3,2,2,2,2,5,5,2,2,1,2,2,2,1,1,6,10,2497,15,76700,111,587,746,32,0
3596,16220,0,1,1,2,0,2,1,1,1,2,2,2,125000,3,2,1,2,2,1,1,3,5,23,1,2,2,2,2,2,5,5,2,2,1,2,2,2,1,1,2,10,7178,6,75800,95,2007,3182,44,1
3603,99999,0,1,1,2,0,2,1,31,1,2,2,2,505000,2,2,2,2,2,1,1,3,5,465,1,2,2,2,2,1,5,5,2,1,1,2,2,1,1,1,2,10,7099,29,79700,131,1731,3539,26,0
3609,16220,0,1,1,2,0,2,1,1,1,2,2,2,145000,2,2,1,2,2,1,1,3,5,24,3,1,2,2,2,2,5,5,2,2,1,2,2,2,1,1,2,10,7178,6,75800,95,2007,3182,44,0
3613,99999,0,1,2,2,0,2,1,31,1,2,2,2,1225000,2,2,2,2,2,1,1,3,5,298,3,3,2,2,2,2,2,5,2,2,2,1,2,2,1,1,2,10,7099,29,79700,131,1731,3539,26,0
3616,99999,0,1,1,1,0,2,1,31,1,2,2,2,585000,2,2,2,2,2,1,2,3,5,170,1,10,2,5,2,4,5,8,2,4,1,5,2,4,1,1,1,10,7986,15,79700,120,1638,3195,24,0
