,Unnamed: 0,derived_msa-md,derived_loan_product_type,derived_ethnicity,derived_race,derived_sex,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,hoepa_status,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,income,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,submission_of_application,initially_payable_to_institution,aus-1,denial_reason-1,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,action_taken
2652,0.060958511,0.35300353,0.2,0.5,0,0,0.986111111,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.00370439,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.08312246,0.001801802,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0,0.008108108,0.610044582,0.252525253,0.768200837,0.375527426,0.502526103,0.677928552,0.644736842,0
2670,0.061372256,0.35300353,0.2,0.5,0,0.5,0.125,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.008890535,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.086113028,0.001801802,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0,0.8,0.5,1,0,0,0,0.008108108,0.693476481,0.141414141,0.768200837,0.443037975,0.543280566,0.427028524,0.723684211,0
2671,0.061395242,0.35300353,0.2,0.5,0,0,0.083333333,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.012224486,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.086419753,0.000900901,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0,0.008108108,0.77536166,0.202020202,0.768200837,0.683544304,0.839676659,0.701190806,0.486842105,0
2675,0.061487185,0.255402554,0,0.5,0,0.5,0.986111111,1,0,0,0,0.000900901,0.000900901,0.000900901,0.011113169,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.086879841,0.000900901,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0,0.8,0.5,1,0,0,0,0.008108108,0.268583386,0.181818182,0.818410042,0.569620253,0.326372516,0.321517585,0.697368421,0
2707,0.062222733,0.255402554,0.2,0.5,0,0,0.083333333,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.007408779,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.084426041,0.000900901,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0,0.008108108,0.455736512,0.98989899,0.818410042,0.265822785,0.389356686,0.539462753,0.907894737,0
2713,0.062360648,0.255402554,0,0.5,0,0.5,0.986111111,1,0,0,0,0.000900901,0.000900901,0.000900901,0.008520096,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.084042635,0.000900901,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0,0.8,0.5,1,0,0,0.000900901,0.008108108,0.501501228,0.494949495,0.818410042,0.244725738,0.291343887,0.476322348,0.763157895,0
2762,0.063486956,0.255402554,0.2,0.5,0,1,0.986111111,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.010001852,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.084502722,0.000900901,0.001801802,0.076923077,0.076923077,0.5,0.333333333,0.046511628,0.05,0.5,0.333333333,0,0.2,0.5,0.333333333,0,0,0,0.008108108,0.265035029,0.414141414,0.818410042,0.320675105,0.20882452,0.37607311,0.960526316,0
2764,0.063532927,0.255402554,0.2,0.5,0,1,0.986111111,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.008149657,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.085192853,0.000900901,0,0.076923077,0.076923077,0.5,0.333333333,0.046511628,0.05,0.5,0.333333333,0,0.2,0.5,0.333333333,0,0,0,0.008108108,0.352834137,0.454545455,0.818410042,0.438818565,0.450656787,0.3882581,0.736842105,0
2765,0.063555913,0.255402554,0,0.5,0,0.5,0.986111111,1,0,0,0,0.000900901,0.000900901,0.000900901,0.009631413,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.087569972,0,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0,0.8,0.5,1,0,0,0,0.008108108,0.604221636,0.656565657,0.818410042,0.476793249,0.632199394,0.616726669,0.618421053,0
2775,0.063785772,0.255402554,0.2,0.5,0,0.5,0.986111111,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.009260974,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.084195997,0.001801802,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0,0.8,0.5,1,0,0,0,0.008108108,0.313438268,0.363636364,0.818410042,0.405063291,0.430447962,0.412351149,0.75,0
2947,0.06773934,0.255402554,0.4,0.5,0,1,0,1,0.666666667,1,0,0.000900901,0.000900901,0.000900901,0.011483608,1,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.085192853,0,0,0.076923077,0.076923077,0.5,0.333333333,0.046511628,0.05,0.5,0.333333333,0,0.2,0.5,0.333333333,0,0,0,0.001801802,0.464652898,0.323232323,0.818410042,0.455696203,0.440889188,0.41595126,0.513157895,1
3049,0.070083898,0.255402554,0,0,0,0,0.125,1,0,0,0,0.000900901,0.000900901,0.000900901,0.004074829,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.082815735,0.000900901,0.008108108,0,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0.000900901,0,0,0.008108108,0.560822491,0.292929293,0.818410042,0.358649789,0.367463793,0.27028524,0.407894737,0
3079,0.070773474,0.255402554,0.2,0.5,0,0,0.027777778,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.012594925,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.084502722,0,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0,0.008108108,0.287416978,0.262626263,0.818410042,0.535864979,0.411586393,0.348103019,0.5,0
3081,0.070819446,0.255402554,0.2,0,0,0.5,0.027777778,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.005186146,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.082892416,0.000900901,0.008108108,0,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0,0.8,0.5,1,0.000900901,0,0,0.008108108,0.527249568,0.242424242,0.818410042,0.481012658,0.753115527,0.558294101,0.5,0
3171,0.072888174,0.255402554,0.8,0.5,0,0,0,1,0,0.967741935,1,0.000900901,0.000900901,0.000900901,0.001111317,1,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.083659229,0.006306306,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0.004504505,0.002702703,0.146301519,1,0.818410042,0.168776371,0.022229707,0.149819994,0.881578947,1
3203,0.073623721,0.255402554,0,0.5,0,0,0.013888889,1,0,0,0,0.000900901,0.000900901,0.000900901,0.010001852,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.086189709,0,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0,0.008108108,0.487671731,0.404040404,0.818410042,0.594936709,0.689120916,0.624757685,0.486842105,0
3216,0.073922538,0.148601486,0.2,0.5,0,0,0.986111111,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.017410632,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.08810674,0.001801802,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0.000900901,0.008108108,0.465653717,0.515151515,1,0.358649789,0.443920512,0.339518139,0.552631579,0
3481,0.080013792,0.35300353,0.2,0.5,0,0.5,0.986111111,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.006667901,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.084195997,0.005405405,0.008108108,0.076923077,0.307692308,1,1,0.046511628,0.175,1,1,0,0.8,1,1,0,0,0.001801802,0.008108108,0.525520881,0.434343434,0.768200837,0.303797468,0.46985517,0.552201606,0.763157895,0
3509,0.080657396,0.255402554,0.2,0,0,0,0.027777778,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.007779218,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.086726478,0.005405405,0.008108108,0,0.307692308,1,1,0.046511628,0.175,1,1,0.2,0.8,1,1,0,0,0.001801802,0.008108108,0.290419434,0.393939394,0.818410042,0.341772152,0.30784776,0.341733592,0.657894737,0
3512,0.080726353,1,0.2,0.5,1,0,0.986111111,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.004445268,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.087339928,0.005405405,0.005405405,0.076923077,0.076923077,1,0.666666667,0.046511628,0.1,1,0.666666667,0.2,0.2,1,0.666666667,0,0,0.001801802,0.008108108,0.24265308,0.222222222,0.858577406,0.375527426,0.172111822,0.279700914,0.960526316,0
3652,0.083944374,0.255402554,0.2,0.5,0,0,0.986111111,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.005927024,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.08250901,0,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0.001801802,0.008108108,0.46237831,0.808080808,0.818410042,0.126582278,0.136409566,0.43145943,0.973684211,0
3675,0.084473049,0.35300353,0.2,0.5,0,0,0.986111111,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.009260974,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.084809447,0.005405405,0.008108108,0.076923077,0.307692308,1,1,0.046511628,0.175,1,1,0.2,0.8,1,1,0,0,0.001801802,0.008108108,0.62878719,0.202020202,0.768200837,0.434599156,0.614011452,0.689005816,0.605263158,0
3788,0.087070452,0.148601486,0,0.5,1,1,0,1,0,0,0,0.000900901,0.000900901,0.000900901,0.020744582,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.100069013,0.001801802,0.001801802,0.076923077,0.076923077,1,0.666666667,0.023255814,0.1,1,0.666666667,0.2,0,1,0.666666667,0,0,0,0.008108108,0.371394778,0.131313131,1,0.658227848,0.425058942,0.428413182,0.736842105,0
3872,0.089001264,0.148601486,0.8,0.5,0,0.5,0,1,0,1,1,0.000900901,0,0.000900901,0.001481756,1,0.000900901,0,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.083429185,0.000900901,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0,0.8,0.5,1,0,0,0.004504505,0.004504505,0.518879083,0.777777778,1,0.160337553,0.405186932,0.638327333,0.763157895,1
3999,0.091920469,0.148601486,0,0.5,0,1,0,1,0,0,0,0.000900901,0.000900901,0.000900901,0.012594925,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.092707614,0.000900901,0,0.076923077,0.076923077,1,0.666666667,0.046511628,0.05,1,0.666666667,0,0.2,1,0.666666667,0,0,0,0.008108108,0.410517696,0.282828283,1,0.303797468,0.509599192,0.478814733,0.789473684,0
4029,0.092610045,0.148601486,0.8,0.5,0,0,0,1,0,1,1,0.000900901,0.000900901,0.000900901,0.001111317,1,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.08250901,0.000900901,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0.004504505,0.001801802,0.531980711,0.929292929,1,0.189873418,0.368811047,0.397673775,0.671052632,1
4085,0.093897253,0.148601486,0.8,0.5,0,0.5,0,1,0,1,1,0.000900901,0,0.000900901,0.001481756,1,0.000900901,0,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.086726478,0.000900901,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0,0.8,0.5,1,0,0,0.004504505,0.001801802,0.309434992,0.929292929,1,0.257383966,0.175816773,0.272500692,0.789473684,1
4092,0.094058154,0.35300353,0.8,0.5,0,0,0,1,0,1,1,0.000900901,0,0.000900901,0.000740878,1,0.000900901,0,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.089180278,0.000900901,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0.004504505,0.002702703,0.54635611,0.545454545,0.768200837,0.320675105,0.290333446,0.279147051,0.539473684,1
4129,0.094908631,0.35300353,0.8,0.5,0,1,0,1,0,1,1,0.000900901,0.000900901,0.000900901,0.002222634,1,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.092094165,0.000900901,0.000900901,0.076923077,0.076923077,0.5,0.333333333,0.046511628,0.05,0.5,0.333333333,0.2,0,0.5,0.333333333,0,0,0.004504505,0,0.710763352,0.616161616,0.768200837,0.270042194,0.253283934,0.43505954,0.684210526,1
4203,0.096609585,0.35300353,0.2,0.5,0,0,0.027777778,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.005556585,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.082739054,0.005405405,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0,0.008108108,0.433718497,0.373737374,0.768200837,0.417721519,0.461434827,0.503461645,0.736842105,0
4210,0.096770486,0.35300353,0.2,0.5,0,0.5,0.027777778,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.010001852,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.084426041,0.005405405,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0,0.8,0.5,1,0,0,0,0.008108108,0.383950505,0.424242424,0.768200837,0.443037975,0.400134725,0.418166713,0.776315789,0
4237,0.097391104,0.148601486,0,0.5,0,0,0.083333333,1,0,0,0,0.000900901,0.000900901,0.000900901,0.013335803,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.086419753,0,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0.000900901,0.008108108,0.835501774,0.515151515,1,0.303797468,0.666217582,0.670174467,0.447368421,0
4295,0.098724285,0.148601486,0.2,0.5,0,0,0.083333333,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.022596777,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.089640365,0.001801802,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0,0.008108108,0.449094714,0.191919192,1,0.303797468,0.495116201,0.501800055,0.592105263,0
4808,0.110516033,0.255402554,0,0.5,0,0,0.013888889,1,0,0,0,0.000900901,0.000900901,0.000900901,0.008890535,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.090867265,0.001801802,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0,0.008108108,0.394049677,0.414141414,0.818410042,0.624472574,0.543954193,0.487399612,0.394736842,0
4870,0.111941156,0.255402554,0.8,0,0,1,0,1,0,0.967741935,1,0.000900901,0,0.000900901,0.001481756,1,0.000900901,0,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.08250901,0.007207207,0.006306306,0,0,0.5,0.333333333,0.046511628,0.05,0.5,0.333333333,0,0.2,0.5,0.333333333,0,0,0.004504505,0.002702703,0.345464471,0.929292929,0.818410042,0.375527426,0.367126979,0.371642204,0.763157895,1
4916,0.112998506,0.255402554,0.8,0.5,0,0,0,1,0,0.967741935,1,0.000900901,0.000900901,0.000900901,0.001852195,1,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.090407177,0.006306306,0.008108108,0.076923077,0.307692308,0,1,0.046511628,0.175,0,1,0.2,0.8,0,1,0,0,0.004504505,0.008108108,0.345464471,0.929292929,0.818410042,0.375527426,0.367126979,0.371642204,0.763157895,1
5119,0.117664636,0.148601486,0.8,0.5,0,0.5,0,1,0,0.967741935,1,0.000900901,0,0.000900901,0.009260974,1,0.000900901,0,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.095238095,0.006306306,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0,0.8,0.5,1,0,0,0.004504505,0.007207207,0.347830043,0.545454545,1,0.35443038,0.167733244,0.338410413,1,1
5471,0.12575566,1,0,0.5,1,1,0,1,0,0.967741935,0,0.000900901,0.000900901,0.000900901,0.004074829,1,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.080745342,0.006306306,0.007207207,0.076923077,0.076923077,0.5,0.333333333,0,0.1,0.5,0.333333333,0.2,0,0.5,0.333333333,0,0,0.004504505,0.007207207,0.251296515,0.03030303,0.858577406,0.53164557,0.333108791,0.292439767,0.486842105,1
5582,0.128307091,0.35300353,0.2,0.5,0,0,0.125,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.007779218,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.084886128,0,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0,0.008108108,0.299517787,0.595959596,0.768200837,0.548523207,0.249578983,0.291055109,0.789473684,0
5793,0.133157108,0.255402554,0,0.5,0,0.5,0.013888889,1,0,0,0,0.000900901,0.000900901,0.000900901,0.01074273,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.085192853,0.000900901,0.008108108,0.076923077,0.307692308,0,1,0.046511628,0.175,0,1,0,0.8,0,1,0,0,0,0.008108108,0.441997998,0.121212121,0.818410042,0.459915612,0.532165712,0.47659928,0.644736842,0
5826,0.133915642,1,0,0.5,1,1,0,1,0,0.967741935,0,0.000900901,0.000900901,0.000900901,0.008520096,1,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.094854689,0.007207207,0.001801802,0.076923077,0.076923077,0,0,0.023255814,0.1,0,0,0,0.2,0,0,0,0,0,0.001801802,0.329542353,0.090909091,0.858577406,0.47257384,0.418996295,0.36056494,0.355263158,1
6809,0.156510746,0.148601486,0.2,0.5,0,0,0.027777778,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.013335803,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.088796871,0.001801802,0.008108108,0.076923077,0.307692308,1,1,0.046511628,0.175,1,1,0.2,0.8,1,1,0.000900901,0.000900901,0,0.008108108,0.483486489,0.535353535,1,0.253164557,0.369147861,0.454167821,0.828947368,0
6844,0.157315251,0.35300353,0.2,0,0,0.5,0.986111111,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.004445268,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.086343072,0.000900901,0.008108108,0,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0,0.8,0.5,1,0,0,0.001801802,0.008108108,0.558820853,0.303030303,0.768200837,0.320675105,0.587066352,0.643865965,0.75,0
6846,0.157361223,0.35300353,0.2,0.5,0,1,0,1,0.333333333,1,0,0.000900901,0.000900901,0.000900901,0.004815707,1,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.082739054,0.000900901,0.007207207,0.076923077,0.076923077,0.5,0.333333333,0.046511628,0,0.5,0.333333333,0.2,0,0.5,0.333333333,0,0,0.001801802,0.001801802,0.436175052,0.767676768,0.768200837,0.291139241,0.307510946,0.488230407,0.815789474,1
6876,0.158050799,0.35300353,0.2,0,0,0.5,0.986111111,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.010001852,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.084886128,0,0.008108108,0.846153846,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0,0.8,0.5,1,0,0,0.001801802,0.008108108,0.592575744,0.171717172,0.768200837,0.485232068,0.708656113,0.653558571,0.644736842,0
6909,0.158809332,0.255402554,0.2,0.5,0,0,0.125,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.007779218,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.085576259,0.000900901,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0.001801802,0.008108108,0.345464471,0.929292929,0.818410042,0.375527426,0.367126979,0.371642204,0.763157895,0
6918,0.159016205,0.493404934,0.6,0.5,1,1,0.986111111,1,1,0,0,0.000900901,0.000900901,0.000900901,0.007408779,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.084656085,0.000900901,0.007207207,0.076923077,0.076923077,0.5,0.333333333,0.093023256,0.05,0.5,0.333333333,0,0.2,0.5,0.333333333,0,0,0.002702703,0.008108108,0.651351105,0.060606061,0.79748954,0.261603376,0.476591445,0.793962891,1,0
6926,0.159200092,0.35300353,0,0,0,0,0.041666667,1,0,0,0,0.000900901,0.000900901,0.000900901,0.00370439,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.082432329,0.000900901,0.008108108,0,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0.000900901,0.008108108,0.651351105,0.272727273,0.768200837,0.392405063,0.629841698,0.643865965,0.631578947,0
7010,0.161130904,0.35300353,0,0.5,0,0,0.041666667,1,0,0,0,0.000900901,0.000900901,0.000900901,0.006667901,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.084119316,0.005405405,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0.000900901,0.000900901,0.008108108,0.433718497,0.373737374,0.768200837,0.417721519,0.461434827,0.503461645,0.736842105,0
7107,0.163360533,0.35300353,0.8,0.5,0,0,0,1,0,0.967741935,1,0.000900901,0.000900901,0.000900901,0.00370439,1,0.000900901,0.000900901,0.000900901,0.000900901,0,1,0.001801802,0.003603604,0.084579403,0.006306306,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0.2,0.8,0.5,1,0,0,0.004504505,0.001801802,0.379583295,0.777777778,0.768200837,0.172995781,0.17547996,0.378842426,1,1
7170,0.164808643,0.359803598,0,1,1,1,0.041666667,1,0,0,0,0.000900901,0.000900901,0.000900901,0.014076681,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.088950234,0,0.001801802,0.076923077,0,1,0.666666667,0.093023256,0.05,1,0.666666667,0,0.2,1,0.666666667,0,0.000900901,0.000900901,0.008108108,0.38149395,0.101010101,0.778242678,0.603375527,0.471876053,0.441152035,0.473684211,0
7192,0.165314332,0.255402554,0,0.5,1,1,0.986111111,1,0,0,0,0.000900901,0.000900901,0.000900901,0.004074829,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.08373591,0,0.007207207,0.076923077,0.076923077,0.5,0.333333333,0.023255814,0.1,0.5,0.333333333,0,0.2,0.5,0.333333333,0,0,0,0.008108108,0.588754435,0.111111111,0.818410042,0.451476793,0.653418659,0.649127665,0.592105263,0
7597,0.174623606,0.255402554,0,1,1,1,0.111111111,1,0,0,0,0.000900901,0.000900901,0.000900901,0.011854047,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.090483859,0.001801802,0,0,0.076923077,1,0.666666667,0.093023256,0.025,1,0.666666667,0,0.2,1,0.666666667,0,0,0.004504505,0.008108108,0.220089164,0.171717172,0.818410042,0.603375527,0.222633883,0.21489892,0.513157895,0
7656,0.175979772,0.35300353,0.2,0.5,0,0.5,0.986111111,1,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.009631413,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.085422897,0.000900901,0.008108108,0.076923077,0.307692308,0.5,1,0.046511628,0.175,0.5,1,0,0.8,0.5,1,0,0,0.001801802,0.008108108,0.682194523,0.696969697,0.768200837,0.299578059,0.576625126,0.680697868,0.75,0
7906,0.181726238,0.148601486,0.2,0.5,1,1,0.986111111,0,0.333333333,0,0,0.000900901,0.000900901,0.000900901,0.01444712,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.089256959,0.005405405,0.005405405,0.076923077,0.076923077,0.5,0.333333333,0.046511628,0.1,0.5,0.333333333,0,0.2,0.5,0.333333333,0,0,0,0.008108108,0.605040488,0.101010101,1,0.552742616,0.675311553,0.646912213,0.5,0
8161,0.187587634,0.255402554,0.2,0.5,0,1,0,1,0.333333333,1,0,0.000900901,0.000900901,0.000900901,0.005927024,1,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.08250901,0.001801802,0.007207207,0.076923077,0.076923077,0.5,0.333333333,0.046511628,0.05,0.5,0.333333333,0,0.2,0.5,0.333333333,0,0,0.004504505,0.001801802,0.328632518,0.323232323,0.818410042,0.451476793,0.103401819,0.128773193,1,1
8251,0.189656361,0.148601486,0,0.5,0,0,0.041666667,1,0,0,0,0.000900901,0.000900901,0.000900901,0.007779218,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.083505866,0.001801802,0.008108108,0.076923077,0.307692308,1,1,0.046511628,0.175,1,1,0.2,0.8,1,1,0.000900901,0.000900901,0.000900901,0.008108108,0.667091256,0.565656566,1,0.358649789,0.279218592,0.170312933,0.526315789,0
8259,0.189840248,0.148601486,0,0.5,0,1,0.013888889,1,0,0,0,0.000900901,0.000900901,0.000900901,0.016299315,0.5,0.000900901,0.000900901,0.000900901,0.000900901,0,0,0.001801802,0.003603604,0.091250671,0,0.001801802,0.076923077,0.076923077,1,0.666666667,0.046511628,0.05,1,0.666666667,0.2,0,1,0.666666667,0.000900901,0,0,0.008108108,0.324538259,0.494949495,1,0.282700422,0.292691142,0.321240654,0.789473684,0
