,Unnamed: 0,derived_msa-md,derived_loan_product_type,derived_ethnicity,derived_race,derived_sex,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,hoepa_status,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,income,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,submission_of_application,initially_payable_to_institution,aus-1,denial_reason-1,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,action_taken
0,5,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0056136769584077,0.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0304637048875834,0.0018018018018018,0.0072072072072072,0.0769230769230769,0.0769230769230769,0.5,0.3333333333333333,0.0930232558139534,0.0930232558139534,0.5,0.3333333333333333,0.0,0.2,0.5,0.3333333333333333,0.0,0.0,0.0045045045045045,0.0081081081081081,0.2672824501701507,0.1489361702127659,1.0,0.6447368421052632,0.2604925424904613,0.245026778882938,0.6578947368421052,1.0
1,8,0.1622016220162201,0.0,0.5,0.5,1.0,0.0416666666666666,1.0,0.0,0.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0030620056136769,0.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.5,0.0018018018018018,0.0036036036036036,0.0309280577093367,0.0018018018018018,0.0018018018018018,0.0769230769230769,0.0769230769230769,0.5,0.3333333333333333,0.0930232558139534,0.0930232558139534,0.5,0.3333333333333333,0.0,0.2,0.5,0.3333333333333333,0.0,0.0,0.0,0.0081081081081081,0.2611570247933884,0.1170212765957446,0.9510664993726474,0.4605263157894737,0.1876517516475893,0.2025631216526396,0.5263157894736842,1.0
2,13,1.0,0.8,0.5,0.5,0.0,0.0,1.0,0.0,0.032258064516129,1.0,0.0009009009009009,0.0,0.0009009009009009,0.0025516713447307,0.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.029653787175223,0.0,0.0081081081081081,0.0769230769230769,0.3076923076923077,0.5,1.0,0.0930232558139534,0.1627906976744186,0.5,1.0,0.2,0.8,0.5,1.0,0.0,0.0,0.0045045045045045,0.0081081081081081,0.5578026251823043,0.1489361702127659,1.0,0.5921052631578947,0.5626083940339923,0.4240627390971691,0.4210526315789473,1.0
3,14,1.0,0.8,0.5,0.5,0.5,0.0,1.0,0.0,0.0967741935483871,1.0,0.0009009009009009,0.0,0.0009009009009009,0.0010206685378923,0.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.030204531219628,0.0,0.0081081081081081,0.0769230769230769,0.3076923076923077,0.5,1.0,0.0930232558139534,0.1627906976744186,0.5,1.0,0.0,0.8,0.5,1.0,0.0,0.0,0.0045045045045045,0.0081081081081081,0.6664073894020418,0.0744680851063829,1.0,0.7302631578947368,0.7599722511272979,0.693955623565417,0.25,1.0
4,15,0.1622016220162201,0.4,0.5,0.5,0.5,0.0,1.0,0.6666666666666667,0.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0056136769584077,1.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0292866244789529,0.0,0.0081081081081081,0.0769230769230769,0.3076923076923077,0.5,1.0,0.0930232558139534,0.1627906976744186,0.5,1.0,0.0,0.8,0.5,1.0,0.0,0.0018018018018018,0.0,0.0009009009009009,0.422070977151191,0.0957446808510638,0.9510664993726474,0.6513157894736842,0.4932362122788761,0.3661055853098699,0.75,0.0
5,17,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0056136769584077,0.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.5,0.0018018018018018,0.0036036036036036,0.0307336774583702,0.0,0.0081081081081081,0.7692307692307694,0.3076923076923077,0.5,1.0,0.0930232558139534,0.1627906976744186,0.5,1.0,0.0,0.8,0.5,1.0,0.0,0.0,0.0,0.0081081081081081,0.6315994166261546,0.0957446808510638,1.0,0.5197368421052632,0.7467915365938259,0.6178270849273144,0.5526315789473684,1.0
6,19,0.1694016940169401,0.4,0.0,0.5,0.5,0.0,1.0,0.6666666666666667,1.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0051033426894615,1.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0298805641346839,0.0009009009009009,0.0081081081081081,0.0,0.3076923076923077,0.5,1.0,0.0930232558139534,0.1627906976744186,0.5,1.0,0.0,0.8,0.5,1.0,0.0,0.0018018018018018,0.0045045045045045,0.0072072072072072,0.455614973262032,0.1276595744680851,0.9623588456712672,1.0,0.6073534512660423,0.3760520275439938,0.4736842105263157,0.0
7,20,1.0,0.8,0.5,0.5,1.0,0.0,1.0,0.0,0.0967741935483871,1.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0015310028068384,1.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0304529059847519,0.0,0.0,0.0769230769230769,0.0769230769230769,0.5,0.3333333333333333,0.0930232558139534,0.0930232558139534,0.5,0.3333333333333333,0.0,0.2,0.5,0.3333333333333333,0.0,0.0018018018018018,0.0045045045045045,0.0045045045045045,0.5391346621293145,0.2127659574468085,1.0,0.5197368421052632,0.4779743322927506,0.3995791889824024,0.513157894736842,0.0
8,21,0.1622016220162201,0.4,0.5,0.5,0.5,0.0,1.0,0.6666666666666667,1.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0045930084205154,1.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0,0.0,0.0018018018018018,0.0036036036036036,0.0291354398393123,0.0,0.0081081081081081,0.0769230769230769,0.3076923076923077,0.5,1.0,0.0930232558139534,0.1627906976744186,0.5,1.0,0.0,0.8,0.5,1.0,0.0,0.0018018018018018,0.0,0.0,0.422070977151191,0.0957446808510638,0.9510664993726474,0.6513157894736842,0.4932362122788761,0.3661055853098699,0.75,0.0
9,23,0.1694016940169401,0.4,0.5,0.5,0.5,0.0,1.0,0.6666666666666667,0.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,0.0091860168410308,1.0,0.0,0.0009009009009009,0.0009009009009009,0.0009009009009009,1.0,0.0,0.0,0.0,0.0299345586488412,0.0009009009009009,0.0081081081081081,0.0769230769230769,0.3076923076923077,0.5,1.0,0.0930232558139534,0.1627906976744186,0.5,1.0,0.0,0.8,0.5,1.0,0.0,0.0018018018018018,0.0,0.0045045045045045,0.4119591638308215,0.0531914893617021,0.9623588456712672,0.7697368421052632,0.5060700659035726,0.3465952563121652,0.3026315789473684,0.0
