derived_msa-md,derived_loan_product_type,derived_ethnicity,derived_race,derived_sex,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,interest_rate,loan_to_value_ratio,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,hoepa_status,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,submission_of_application,initially_payable_to_institution,aus-1,denial_reason-1,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,action_taken
0.15980159801598015,0.2857142857142857,0.0,1.0,0.5,0.0,1.0,0.3333333333333333,0.0,0.0,0.0009009009009009009,0.00010121457489878542,5.272568309468351e-06,0.0009009009009009009,0.0009009009009009009,0.011,1.0,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0,0.0,0.001801801801801802,0.0036036036036036037,0.0,0.007207207207207207,0.0,0.0,0.5,0.3333333333333333,0.0,0.09302325581395349,0.5,0.3333333333333333,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.001801801801801802,0.0,0.12478629302014421,0.6998000000000001,0.4312617702448211,0.126232741617357,0.04926007476061242,0.07648379347012721,0.012987012987012988,0.0
0.4174041740417404,0.8571428571428571,0.0,1.0,0.5,0.0,1.0,0.6666666666666667,0.967741935483871,0.0,0.0009009009009009009,7.28744939271255e-05,2.4977049196706256e-06,0.0009009009009009009,0.0009009009009009009,0.008,1.0,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0,0.0,0.001801801801801802,0.0036036036036036037,0.007207207207207207,0.001801801801801802,0.0,0.0,0.5,0.3333333333333333,0.09302325581395349,0.0,0.5,0.3333333333333333,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0045045045045045045,0.0,0.11313461681409352,0.6084,0.5819209039548022,0.1755424063116371,0.07168825848737775,0.0770745539758182,0.7272727272727273,0.0
0.3108431084310843,0.2857142857142857,0.0,1.0,0.5,0.0,1.0,0.3333333333333333,0.0,0.0,0.0009009009009009009,0.00011336032388663968,5.272568309468351e-06,0.0009009009009009009,0.0009009009009009009,0.014666666666666666,1.0,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0,0.0,0.001801801801801802,0.0036036036036036037,0.005405405405405405,0.005405405405405405,0.0,0.0,0.5,0.3333333333333333,0.09302325581395349,0.09302325581395349,0.5,0.3333333333333333,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0678659035159444,0.2245,0.485247959824231,0.33333333333333337,0.05842593066721286,0.05230199677050923,0.31168831168831174,0.0
0.41980419804198044,0.2857142857142857,0.0,1.0,0.5,0.0,1.0,0.3333333333333333,0.0,0.0,0.0009009009009009009,0.00011336032388663968,3.642349729164382e-06,0.0009009009009009009,0.0009009009009009009,0.0023333333333333335,1.0,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0,0.0,0.001801801801801802,0.0036036036036036037,0.0009009009009009009,0.0,0.0,0.0,0.5,0.3333333333333333,0.09302325581395349,0.046511627906976744,0.5,0.3333333333333333,0.0,0.0,0.5,0.3333333333333333,0.0,0.001801801801801802,0.0,0.0,0.09455140117445923,0.9959,0.1738857501569366,0.11242603550295859,0.04116954273132265,0.0412350832972313,0.6103896103896105,0.0
0.3078030780307803,0.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0009009009009009009,0.00027935222672064775,4.097704920719807e-06,0.0009009009009009009,0.0009009009009009009,0.005333333333333334,1.0,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0,0.0,0.001801801801801802,0.0036036036036036037,0.001801801801801802,0.007207207207207207,0.0,0.0,0.5,0.3333333333333333,0.09302325581395349,0.0,0.5,0.3333333333333333,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0045045045045045045,0.0,0.05959637255630715,0.0493,0.4538606403013183,0.18343195266272191,0.04659736801679554,0.05135677996140364,0.31168831168831174,0.0
0.46060460604606046,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.967741935483871,0.0,0.0009009009009009009,0.00012923076923076923,5.269836069029401e-06,0.0009009009009009009,0.0009009009009009009,0.008,1.0,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0,0.0,0.001801801801801802,0.0036036036036036037,0.007207207207207207,0.001801801801801802,0.0,0.0,0.5,0.3333333333333333,0.09302325581395349,0.0,0.5,0.3333333333333333,0.2,0.2,0.5,0.3333333333333333,0.0,0.0,0.0045045045045045045,0.0,0.09286032855125252,0.2838,0.4293785310734463,0.33530571992110453,0.06559475651595063,0.06470796739002008,0.24675324675324678,0.0
0.3806038060380604,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.967741935483871,0.0,0.0009009009009009009,0.00012550607287449393,2.6769398924657525e-06,0.0009009009009009009,0.0009009009009009009,0.007333333333333334,1.0,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0,0.0,0.001801801801801802,0.0036036036036036037,0.0,0.007207207207207207,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.5,0.3333333333333333,0.2,0.2,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.17678213037984095,0.2691,0.4883866917765223,0.2998027613412229,0.11859286189769061,0.11145681540703398,0.012987012987012988,0.0
0.1974019740197402,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0009009009009009009,0.00014170040485829958,5.190601096299848e-06,0.0009009009009009009,0.0009009009009009009,0.011666666666666665,1.0,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0,0.0,0.001801801801801802,0.0036036036036036037,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.5,0.3333333333333333,0.2,0.2,0.5,0.3333333333333333,0.0,0.001801801801801802,0.0,0.0,0.08394038504422806,0.5121,0.6277463904582549,0.14003944773175542,0.0495161042552102,0.054389350557284076,0.7402597402597403,0.0
0.1974019740197402,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.967741935483871,0.0,0.0009009009009009009,0.00010526315789473683,4.978087434958309e-06,0.0009009009009009009,0.0009009009009009009,0.011,1.0,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0,0.0,0.001801801801801802,0.0036036036036036037,0.0009009009009009009,0.007207207207207207,0.0,0.0,1.0,0.6666666666666667,0.06976744186046512,0.09302325581395349,1.0,0.6666666666666667,0.2,0.2,1.0,0.6666666666666667,0.0,0.0,0.0045045045045045045,0.0,0.10995688693971606,0.6593000000000001,0.6277463904582549,0.116370808678501,0.05192278150442931,0.056516088377771646,0.7012987012987013,0.0
0.11244112441124411,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0009009009009009009,0.00013360323886639676,1.998524591474442e-06,0.0009009009009009009,0.0009009009009009009,0.007333333333333334,1.0,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0009009009009009009,0.0,0.0,0.001801801801801802,0.0036036036036036037,0.007207207207207207,0.007207207207207207,0.0,0.0,0.5,0.3333333333333333,0.09302325581395349,0.0,0.5,0.3333333333333333,0.2,0.2,0.5,0.3333333333333333,0.0,0.001801801801801802,0.0,0.0,0.12387571545380213,0.8300000000000001,0.6465787821720025,0.15384615384615385,0.05376619386553331,0.05750068922058997,0.6363636363636364,0.0
