AWI,Acc,Precision,Recall,False Alarm Rate,F1
0.013201831007717654,0.9768249264722142,0.9889258028792912,0.9828729430082414,0.05144291091593475,0.99
0.009561060408518035,0.9817470664928292,0.9973190348525469,0.9662337662337662,0.002617801047120419,0.98
